epoch,train_loss_total,train_loss_forecast,train_loss_align,train_sim_latent,train_sim_output,val_loss_clean,lambda_align,max_train_batches,max_val_batches,epoch_time_sec
1,0.7527895536273718,0.7393447447568178,0.1344480650499463,0.8358580231666565,0.953099237382412,1.0480993171532949,0.1,80,30,60.09868931770325
2,0.5410520065575838,0.5359106045216322,0.051413985807448624,0.9656266935169697,0.9586739763617516,0.80331063469251,0.1,80,30,57.78088450431824
